image_path,prompt,prediction
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG234.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG015.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG394.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG268.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG334.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG435.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG151.tif,What is the BIRADS score for this mammograpy image,? BIRADS 2
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG425.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG273.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG136.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG354.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG049.tif,What is the BIRADS score for this mammograpy image,? BIRADS 2
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG001.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG208.tif,What is the BIRADS score for this mammograpy image,? BIRADS 2
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG004.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG363.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG432.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG111.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG129.tif,What is the BIRADS score for this mammograpy image,? BIRADS 2
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG300.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG360.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG150.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG093.tif,What is the BIRADS score for this mammograpy image,? BIRADS 2
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG116.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG209.tif,What is the BIRADS score for this mammograpy image,? BIRADS 2
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG373.tif,What is the BIRADS score for this mammograpy image,? BIRADS 2
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG450.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG232.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG351.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG485.tif,What is the BIRADS score for this mammograpy image,? BIRADS 2
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG072.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG311.tif,What is the BIRADS score for this mammograpy image,? BIRADS 2
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG104.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG446.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG152.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG227.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG207.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG190.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG243.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG271.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG323.tif,What is the BIRADS score for this mammograpy image,? BIRADS 2
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG282.tif,What is the BIRADS score for this mammograpy image,? BIRADS 2
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG231.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG092.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG106.tif,What is the BIRADS score for this mammograpy image,? BIRADS 2
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG423.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG222.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG096.tif,What is the BIRADS score for this mammograpy image,? BIRADS 2
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG310.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG200.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG113.tif,What is the BIRADS score for this mammograpy image,? BIRADS 2
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG125.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG375.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG437.tif,What is the BIRADS score for this mammograpy image,? BIRADS 2
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG010.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG359.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG144.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG278.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG501.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG238.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG365.tif,What is the BIRADS score for this mammograpy image,? BIRADS 2
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG033.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG258.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG038.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG074.tif,What is the BIRADS score for this mammograpy image,? BIRADS 2
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG180.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG417.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG261.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG077.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG211.tif,What is the BIRADS score for this mammograpy image,? BIRADS 2
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG091.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG386.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG178.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG340.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG123.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG508.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG292.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG044.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG379.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG025.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG492.tif,What is the BIRADS score for this mammograpy image,? BIRADS 2
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG246.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG039.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG082.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG132.tif,What is the BIRADS score for this mammograpy image,? BIRADS 2
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG013.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG279 - Copy.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG252.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG510.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG058.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG040.tif,What is the BIRADS score for this mammograpy image,? BIRADS 2
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG184.tif,What is the BIRADS score for this mammograpy image,? BIRADS 2
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG401.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG297.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG193.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG426.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG362.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG320.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG005.tif,What is the BIRADS score for this mammograpy image,? BIRADS 2
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG120.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG230.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG119.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG407.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG100.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG367.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG260.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG269.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG158.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG402.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG245.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG217.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG095.tif,What is the BIRADS score for this mammograpy image,? BIRADS 2
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG016.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG463.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG041.tif,What is the BIRADS score for this mammograpy image,? BIRADS 2
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG131.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG171.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG504.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG303.tif,What is the BIRADS score for this mammograpy image,? BIRADS 2
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG121.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG370.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG491.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG183.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG324.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG019.tif,What is the BIRADS score for this mammograpy image,? BIRADS 2
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG433.tif,What is the BIRADS score for this mammograpy image,? BIRADS 2
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG094.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG389.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG473.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG427.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG060.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG149.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG441.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG003.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG478.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG032.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG419.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG253.tif,What is the BIRADS score for this mammograpy image,? BIRADS 2
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG221.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG456.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG496.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG486.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG185.tif,What is the BIRADS score for this mammograpy image,? BIRADS 2
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG346.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG405.tif,What is the BIRADS score for this mammograpy image,? BIRADS 2
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG126.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG462.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG128.tif,What is the BIRADS score for this mammograpy image,? BIRADS 2
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG233.tif,What is the BIRADS score for this mammograpy image,? BIRADS 2
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG309.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG188.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG191.tif,What is the BIRADS score for this mammograpy image,? BIRADS 2
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG219.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG122.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG484.tif,What is the BIRADS score for this mammograpy image,? BIRADS 2
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG298.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG089.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG352.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG448.tif,What is the BIRADS score for this mammograpy image,? BIRADS 2
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG034.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG421.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG267.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG483.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG459.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG075.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG202.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG162.tif,What is the BIRADS score for this mammograpy image,? BIRADS 2
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG014.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG142.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG164.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG069.tif,What is the BIRADS score for this mammograpy image,? BIRADS 2
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG348.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG366.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG453.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG305.tif,What is the BIRADS score for this mammograpy image,? BIRADS 2
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG471.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG479.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG439.tif,What is the BIRADS score for this mammograpy image,? BIRADS 2
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG392.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG244.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG342.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG031.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG103.tif,What is the BIRADS score for this mammograpy image,
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG274.tif,What is the BIRADS score for this mammograpy image,
