image_path,prompt,prediction
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG431.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG067.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,This is a normal view of the breast. The breast tissue is composed of fatty tissue and glandular tissue. The fatty tissue is seen as lucent (black) and the glandular tissue is seen as the darker (brighter) areas.
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG062.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG056.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG110.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG327.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG264.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG055.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG018.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG154.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG374.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG457.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"There are calcifications in the left breast, smaller in size than the right breast.  The calcifications are well marginated, linear in appearance and symmetrical in location.  The patient has palpated abnormalities in the left breast corresponding to the location of the calcifications.  The patient has had a mammogram in the past, which was negative."
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG145.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG224.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG079.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG467.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG080.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG304.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG290.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG021.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG064.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG117.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG279.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG494.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG353.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG036.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG197.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG059.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG383.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG461.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,There are no masses identified. This is a normal screening mammogram.
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG445.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG476.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG182.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG173.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG251.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG006.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG263.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG436.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG071.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG028.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG272.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG499.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG035.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG487.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG201.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG115.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG078.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG226.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG438.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG247.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG442.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,This is a CC view of a screening mammogram performed at presentation. Note the changes in the right breast showing thickening of the breast parenchyma above the areola.
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG140.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG299.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG195.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG234.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG015.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG394.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG268.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG334.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG435.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG151.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG425.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG273.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG136.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG354.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG049.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG001.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG208.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG004.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG363.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG432.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG111.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG129.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG300.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG360.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG150.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG093.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG116.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG209.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG373.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG450.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,There is a large mass in the posterior third of the breast (circled) with a thin capsule and relatively low attenuation.  No suspicious calcifications.
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG232.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG351.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG485.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast extremely density,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG072.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG311.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG104.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG446.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG152.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,There are calcifications present in the breast.  The calcifications are in a ductal distribution.  The calcifications are in a radial pattern.  The calcifications are branching and confluent.  The calcifications are linear.
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG227.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG207.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG190.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG243.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG271.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG323.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG282.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG231.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG092.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG106.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG423.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG222.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG096.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG310.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG200.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG113.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG125.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,There are several benign appearing small round high density nodules in the upper outer quadrant of the right breast which coincide with palpable abnormalities marked by metallic bb.
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG375.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG437.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG010.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG359.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG144.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG278.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG501.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG238.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG365.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG033.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG258.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"The breast tissue is heterogeneously dense. There are numerous enlarged axillary lymph nodes. What is the appropriate differential diagnosis? birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG038.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG074.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG180.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG417.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG261.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG077.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG211.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG091.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG386.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
